trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
248,False,"{'a': 0.5, 'e': 0.24401498131478397}",25,8,-23.119354257687714,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
249,False,"{'a': 0.5, 'e': 0.24331498131478396}",20,0,-49.32910202887372,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
250,False,"{'a': 0.5, 'e': 0.24261498131478396}",20,14,9.283122955495639,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.5, 'e': 0.24191498131478395}",20,8,-17.542437157125157,"{0: 8, 1: 3, 2: 1, 3: 0, 4: 0}",1
252,False,"{'a': 0.5, 'e': 0.24121498131478394}",25,17,14.085868895764001,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.5, 'e': 0.24051498131478394}",20,10,3.9341589573529046,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
254,False,"{'a': 0.5, 'e': 0.23981498131478393}",25,14,0.06904421419852724,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
255,False,"{'a': 0.5, 'e': 0.23911498131478393}",25,6,3.675734565527217,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
256,False,"{'a': 0.5, 'e': 0.23841498131478392}",30,10,17.934735520042796,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
257,False,"{'a': 0.5, 'e': 0.2377149813147839}",20,0,-19.671763806132933,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
258,False,"{'a': 0.5, 'e': 0.2370149813147839}",20,0,-7.414346885097986,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
259,False,"{'a': 0.5, 'e': 0.2363149813147839}",25,16,17.015267303810088,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.5, 'e': 0.2356149813147839}",30,8,-53.44187073398664,"{0: 18, 1: 1, 2: 1, 3: 1, 4: 1}",1
261,False,"{'a': 0.5, 'e': 0.2349149813147839}",30,23,14.35999195245928,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.5, 'e': 0.23421498131478388}",35,3,39.56009649048697,"{0: 30, 1: 2, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.23351498131478388}",25,9,-63.69406861053035,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 2}",1
264,False,"{'a': 0.5, 'e': 0.23281498131478387}",25,16,-26.2724712619884,"{0: 7, 1: 0, 2: 0, 3: 2, 4: 0}",1
265,False,"{'a': 0.5, 'e': 0.23211498131478386}",20,16,6.91684860398663,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.5, 'e': 0.23141498131478386}",25,11,16.52551906451637,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
267,False,"{'a': 0.5, 'e': 0.23071498131478385}",25,2,-64.86738485146095,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 1}",1
268,False,"{'a': 0.5, 'e': 0.23001498131478385}",30,16,15.759827140703205,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
269,False,"{'a': 0.5, 'e': 0.22931498131478384}",20,15,-12.214098313612652,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
270,False,"{'a': 0.5, 'e': 0.22861498131478383}",35,17,-29.372370886068126,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
271,False,"{'a': 0.5, 'e': 0.22791498131478383}",25,8,10.425812788409376,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.5, 'e': 0.22721498131478382}",20,10,-5.838263932009325,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
273,False,"{'a': 0.5, 'e': 0.22651498131478381}",20,9,-12.54166925091416,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
274,False,"{'a': 0.5, 'e': 0.2258149813147838}",20,0,9.622527208046273,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
275,False,"{'a': 0.5, 'e': 0.2251149813147838}",25,18,15.737457595932359,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.5, 'e': 0.2244149813147838}",20,8,-21.92852680979701,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
277,False,"{'a': 0.5, 'e': 0.2237149813147838}",25,14,-19.32880377536909,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
278,False,"{'a': 0.5, 'e': 0.22301498131478378}",30,18,22.04357843878917,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.5, 'e': 0.22231498131478378}",25,12,20.108958841094232,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.5, 'e': 0.22161498131478377}",25,3,-0.36245272853322774,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
281,False,"{'a': 0.5, 'e': 0.22091498131478376}",35,16,-6.131353125176127,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
282,False,"{'a': 0.5, 'e': 0.22021498131478376}",25,0,-67.92405599128395,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
283,False,"{'a': 0.5, 'e': 0.21951498131478375}",25,7,31.63558664812781,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.5, 'e': 0.21881498131478375}",20,0,16.84098642513719,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
285,False,"{'a': 0.5, 'e': 0.21811498131478374}",25,5,8.024228679399368,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
286,False,"{'a': 0.5, 'e': 0.21741498131478373}",25,5,-14.876849931554101,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
287,False,"{'a': 0.5, 'e': 0.21671498131478373}",30,18,21.098719404938542,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.5, 'e': 0.21601498131478372}",30,9,13.081294850935564,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
289,False,"{'a': 0.5, 'e': 0.21531498131478372}",30,19,14.059314315604299,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.5, 'e': 0.2146149813147837}",25,15,6.503735438790022,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
291,False,"{'a': 0.5, 'e': 0.2139149813147837}",20,11,-16.654568841672642,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
292,False,"{'a': 0.5, 'e': 0.2132149813147837}",25,1,5.529048289641736,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 0}",1
293,False,"{'a': 0.5, 'e': 0.2125149813147837}",25,13,8.526362792858325,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
294,False,"{'a': 0.5, 'e': 0.21181498131478368}",25,8,-18.1467607678285,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
295,False,"{'a': 0.5, 'e': 0.21111498131478368}",25,17,14.880787262737222,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.5, 'e': 0.21041498131478367}",30,13,-66.63225815801223,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 2}",1
297,False,"{'a': 0.5, 'e': 0.20971498131478367}",20,11,-5.884789656523308,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
298,False,"{'a': 0.5, 'e': 0.20901498131478366}",20,10,18.806546878583674,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.5, 'e': 0.20831498131478365}",25,14,-9.427751205956227,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 0}",1
300,False,"{'a': 0.5, 'e': 0.20761498131478365}",20,10,-16.80189913227269,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
301,False,"{'a': 0.5, 'e': 0.20691498131478364}",20,12,16.14410023552758,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.5, 'e': 0.20621498131478364}",25,7,-12.938086008903623,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 0}",1
303,False,"{'a': 0.5, 'e': 0.20551498131478363}",25,0,14.510384413692073,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
304,False,"{'a': 0.5, 'e': 0.20481498131478362}",20,0,-8.360130213086947,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
305,False,"{'a': 0.5, 'e': 0.20411498131478362}",20,9,19.850641631006198,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.5, 'e': 0.2034149813147836}",20,7,16.684052264770884,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.5, 'e': 0.2027149813147836}",30,13,-65.24783872964298,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 2}",1
308,False,"{'a': 0.5, 'e': 0.2020149813147836}",20,0,-35.19842626064598,"{0: 16, 1: 1, 2: 1, 3: 2, 4: 0}",0
309,False,"{'a': 0.5, 'e': 0.2013149813147836}",30,8,2.2109211658993617,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 0}",1
310,False,"{'a': 0.5, 'e': 0.20061498131478359}",20,13,13.273937790205446,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.5, 'e': 0.19991498131478358}",20,8,-32.61293093032025,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
312,False,"{'a': 0.5, 'e': 0.19921498131478357}",30,0,-32.13617708705834,"{0: 27, 1: 0, 2: 1, 3: 1, 4: 1}",0
313,False,"{'a': 0.5, 'e': 0.19851498131478357}",25,0,-11.880035037783426,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
314,False,"{'a': 0.5, 'e': 0.19781498131478356}",20,10,17.181604740427275,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.5, 'e': 0.19711498131478355}",20,12,2.121045707665535,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
316,False,"{'a': 0.5, 'e': 0.19641498131478355}",20,0,20.053467902319255,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
317,False,"{'a': 0.5, 'e': 0.19571498131478354}",25,15,-8.848119035602096,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 0}",1
318,False,"{'a': 0.5, 'e': 0.19501498131478354}",20,7,11.4987378699876,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
319,False,"{'a': 0.5, 'e': 0.19431498131478353}",25,16,10.901954110817293,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.5, 'e': 0.19361498131478352}",20,0,6.262289640832656,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
321,False,"{'a': 0.5, 'e': 0.19291498131478352}",25,16,13.628021275383269,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.5, 'e': 0.1922149813147835}",20,0,-23.044859490727752,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
323,False,"{'a': 0.5, 'e': 0.1915149813147835}",35,26,14.384852469998275,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.5, 'e': 0.1908149813147835}",30,0,7.599367315344651,"{0: 27, 1: 0, 2: 3, 3: 0, 4: 0}",0
325,False,"{'a': 0.5, 'e': 0.1901149813147835}",20,3,7.470886847283614,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
326,False,"{'a': 0.5, 'e': 0.1894149813147835}",30,11,17.07242999370963,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
327,False,"{'a': 0.5, 'e': 0.18871498131478348}",20,13,12.58735487001014,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.5, 'e': 0.18801498131478347}",30,12,12.404112839211015,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
329,False,"{'a': 0.5, 'e': 0.18731498131478347}",20,13,-29.008371233477273,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
330,False,"{'a': 0.5, 'e': 0.18661498131478346}",20,11,15.462946874062947,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.5, 'e': 0.18591498131478346}",25,0,-66.92002256906436,"{0: 20, 1: 0, 2: 2, 3: 2, 4: 1}",0
332,False,"{'a': 0.5, 'e': 0.18521498131478345}",25,7,-4.177870327059106,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 0}",1
333,False,"{'a': 0.5, 'e': 0.18451498131478344}",20,12,14.639634634595826,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.5, 'e': 0.18381498131478344}",20,1,22.193865719387972,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.5, 'e': 0.18311498131478343}",25,13,10.55352281339701,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
336,False,"{'a': 0.5, 'e': 0.18241498131478343}",25,19,10.881579815401944,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.5, 'e': 0.18171498131478342}",25,10,-7.847771131606633,"{0: 12, 1: 2, 2: 0, 3: 1, 4: 0}",1
338,False,"{'a': 0.5, 'e': 0.1810149813147834}",20,15,-4.104628396079316,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
339,False,"{'a': 0.5, 'e': 0.1803149813147834}",20,10,-26.45244937225186,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
340,False,"{'a': 0.5, 'e': 0.1796149813147834}",25,0,-130.92151426280967,"{0: 19, 1: 0, 2: 2, 3: 1, 4: 3}",0
341,False,"{'a': 0.5, 'e': 0.1789149813147834}",30,15,15.926346550700842,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
342,False,"{'a': 0.5, 'e': 0.1782149813147834}",30,20,17.33604229550611,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.5, 'e': 0.17751498131478338}",30,3,43.1278090627477,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.5, 'e': 0.17681498131478338}",25,17,-4.735794993544296,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
345,False,"{'a': 0.5, 'e': 0.17611498131478337}",20,6,-20.421654748623567,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
346,False,"{'a': 0.5, 'e': 0.17541498131478336}",30,18,9.00292117778808,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.5, 'e': 0.17471498131478336}",20,7,19.54314769522246,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.5, 'e': 0.17401498131478335}",20,3,17.252331046996577,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
349,False,"{'a': 0.5, 'e': 0.17331498131478335}",25,13,8.83382723076786,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.5, 'e': 0.17261498131478334}",20,12,-31.91028004708455,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
351,False,"{'a': 0.5, 'e': 0.17191498131478333}",20,16,10.13353159576687,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.5, 'e': 0.17121498131478333}",30,13,15.932769726273989,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
353,False,"{'a': 0.5, 'e': 0.17051498131478332}",25,11,25.5572113346643,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.5, 'e': 0.16981498131478331}",20,7,23.113713750750417,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.5, 'e': 0.1691149813147833}",20,16,6.802026693668181,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.5, 'e': 0.1684149813147833}",30,19,19.18391441589653,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.5, 'e': 0.1677149813147833}",25,10,-30.98806899324447,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 1}",1
358,False,"{'a': 0.5, 'e': 0.1670149813147833}",20,13,12.917479529903495,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.5, 'e': 0.16631498131478328}",20,12,4.34509799982005,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
360,False,"{'a': 0.5, 'e': 0.16561498131478328}",30,16,6.948798477541282,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
361,False,"{'a': 0.5, 'e': 0.16491498131478327}",20,0,9.219215682101785,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
362,False,"{'a': 0.5, 'e': 0.16421498131478326}",20,0,11.061496796721705,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
363,False,"{'a': 0.5, 'e': 0.16351498131478326}",20,15,1.8114406976026924,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.5, 'e': 0.16281498131478325}",25,11,22.754490794536395,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.5, 'e': 0.16211498131478325}",20,12,15.94726341065714,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.5, 'e': 0.16141498131478324}",25,19,-2.1985242829473908,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
367,False,"{'a': 0.5, 'e': 0.16071498131478323}",30,5,-0.5731296349500281,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",1
368,False,"{'a': 0.5, 'e': 0.16001498131478323}",20,16,7.979861580254932,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.5, 'e': 0.15931498131478322}",20,11,15.100213818083057,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.5, 'e': 0.15861498131478322}",35,8,47.878459267763546,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.5, 'e': 0.1579149813147832}",30,6,19.617695427960356,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 0}",1
372,False,"{'a': 0.5, 'e': 0.1572149813147832}",20,7,1.1433050916900795,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
373,False,"{'a': 0.5, 'e': 0.1565149813147832}",20,9,15.768576410265878,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.5, 'e': 0.1558149813147832}",20,12,12.968510204903545,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.5, 'e': 0.15511498131478318}",25,15,19.288579088345127,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.5, 'e': 0.15441498131478318}",25,10,24.961507413179937,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.5, 'e': 0.15371498131478317}",30,19,21.053510013027402,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.5, 'e': 0.15301498131478317}",20,15,10.847438260513783,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.5, 'e': 0.15231498131478316}",25,14,19.550789780149834,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.5, 'e': 0.15161498131478315}",30,13,26.91882945180239,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.5, 'e': 0.15091498131478315}",25,8,28.077901072961833,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.5, 'e': 0.15021498131478314}",25,19,13.25912106055387,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.5, 'e': 0.14951498131478314}",25,18,13.472164721085793,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.5, 'e': 0.14881498131478313}",20,0,-47.9402367700404,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
385,False,"{'a': 0.5, 'e': 0.14811498131478312}",25,15,19.046273251041693,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.5, 'e': 0.14741498131478312}",30,13,-9.297324303932303,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
387,False,"{'a': 0.5, 'e': 0.1467149813147831}",25,15,-24.30416855823458,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
388,False,"{'a': 0.5, 'e': 0.1460149813147831}",20,6,23.1798542840311,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.5, 'e': 0.1453149813147831}",20,8,-22.037718412677126,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
390,False,"{'a': 0.5, 'e': 0.1446149813147831}",25,5,-33.029798623527746,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",1
391,False,"{'a': 0.5, 'e': 0.14391498131478309}",20,2,28.882607080718813,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.5, 'e': 0.14321498131478308}",20,2,6.3579319563247365,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
393,False,"{'a': 0.5, 'e': 0.14251498131478307}",20,6,-13.796998159575216,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
394,False,"{'a': 0.5, 'e': 0.14181498131478307}",35,20,14.32275373980038,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
395,False,"{'a': 0.5, 'e': 0.14111498131478306}",20,7,11.082903502049955,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.5, 'e': 0.14041498131478305}",20,14,12.478811283892183,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.5, 'e': 0.13971498131478305}",25,13,9.351776881849233,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
398,False,"{'a': 0.5, 'e': 0.13901498131478304}",30,16,-18.317580714339144,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
399,False,"{'a': 0.5, 'e': 0.13831498131478304}",30,2,29.549300572619345,"{0: 27, 1: 0, 2: 1, 3: 0, 4: 0}",1
400,False,"{'a': 0.5, 'e': 0.13761498131478303}",25,17,9.531738949400365,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.5, 'e': 0.13691498131478302}",20,9,16.95585196560739,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.5, 'e': 0.13621498131478302}",20,15,7.770638362045194,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.5, 'e': 0.135514981314783}",20,14,10.732148716374562,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.5, 'e': 0.134814981314783}",35,20,18.169919056806286,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
405,False,"{'a': 0.5, 'e': 0.134114981314783}",25,11,23.698036235645294,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.5, 'e': 0.133414981314783}",30,0,7.622088956622765,"{0: 28, 1: 0, 2: 1, 3: 1, 4: 0}",0
407,False,"{'a': 0.5, 'e': 0.132714981314783}",25,13,3.1631460459710583,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
408,False,"{'a': 0.5, 'e': 0.13201498131478298}",25,2,39.73882490456926,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.5, 'e': 0.13131498131478297}",20,11,18.16261031162788,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.5, 'e': 0.13061498131478297}",25,6,19.822201778513044,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
411,False,"{'a': 0.5, 'e': 0.12991498131478296}",25,7,-2.933007147021164,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
412,False,"{'a': 0.5, 'e': 0.12921498131478296}",20,4,30.551376724092208,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.5, 'e': 0.12851498131478295}",25,17,16.262259407202606,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.5, 'e': 0.12781498131478294}",25,18,13.07974910534978,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.5, 'e': 0.12711498131478294}",25,17,15.46561472828299,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.5, 'e': 0.12641498131478293}",20,3,13.840427789046739,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
417,False,"{'a': 0.5, 'e': 0.12571498131478293}",20,11,5.716070694993949,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
418,False,"{'a': 0.5, 'e': 0.12501498131478292}",20,13,-30.63876595088246,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
419,False,"{'a': 0.5, 'e': 0.12431498131478291}",25,7,26.35140572248098,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.5, 'e': 0.1236149813147829}",30,11,-19.475001406261185,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
421,False,"{'a': 0.5, 'e': 0.1229149813147829}",25,17,15.597920220084527,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.5, 'e': 0.1222149813147829}",25,12,10.712105018952823,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
423,False,"{'a': 0.5, 'e': 0.12151498131478289}",20,13,11.743089932181254,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.5, 'e': 0.12081498131478288}",25,11,20.875461420846385,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.5, 'e': 0.12011498131478288}",20,0,-86.61654824114362,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",1
426,False,"{'a': 0.5, 'e': 0.11941498131478287}",20,0,27.69306516787599,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
427,False,"{'a': 0.5, 'e': 0.11871498131478286}",20,3,-15.468356770202131,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 0}",1
428,False,"{'a': 0.5, 'e': 0.11801498131478286}",25,15,13.909991607305129,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.5, 'e': 0.11731498131478285}",20,14,12.354418226531724,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.5, 'e': 0.11661498131478285}",30,12,28.869151173138484,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.5, 'e': 0.11591498131478284}",30,18,20.319070160039644,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.5, 'e': 0.11521498131478283}",25,8,28.123330586127885,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
