trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
433,False,"{'a': 0.5, 'e': 0.11451498131478283}",25,0,37.190850628843286,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
434,False,"{'a': 0.5, 'e': 0.11381498131478282}",20,9,19.498594648744064,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.5, 'e': 0.11311498131478281}",20,12,13.973507378863651,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.5, 'e': 0.11241498131478281}",20,0,21.817310222686306,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
437,False,"{'a': 0.5, 'e': 0.1117149813147828}",20,16,8.385326486722683,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.5, 'e': 0.1110149813147828}",25,18,15.239858727353448,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.5, 'e': 0.11031498131478279}",30,18,26.086980789237174,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.5, 'e': 0.10961498131478278}",30,21,-9.111492589825986,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
441,False,"{'a': 0.5, 'e': 0.10891498131478278}",25,12,-48.43266566529994,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 1}",1
442,False,"{'a': 0.5, 'e': 0.10821498131478277}",20,10,19.185880306132653,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.5, 'e': 0.10751498131478276}",20,15,-33.1831607450039,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
444,False,"{'a': 0.5, 'e': 0.10681498131478276}",20,0,30.992913753715964,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
445,False,"{'a': 0.5, 'e': 0.10611498131478275}",25,8,31.52301302440846,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.5, 'e': 0.10541498131478275}",20,9,-14.991287738631486,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
447,False,"{'a': 0.5, 'e': 0.10471498131478274}",25,11,22.868924560627335,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.5, 'e': 0.10401498131478273}",20,8,17.743584931665026,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.5, 'e': 0.10331498131478273}",30,18,21.44839289710476,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.5, 'e': 0.10261498131478272}",20,3,1.053655533032537,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
451,False,"{'a': 0.5, 'e': 0.10191498131478272}",25,16,18.09608741751233,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.5, 'e': 0.10121498131478271}",25,12,10.36365913318368,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
453,False,"{'a': 0.5, 'e': 0.1005149813147827}",25,15,18.712435406117365,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.5, 'e': 0.0998149813147827}",20,8,22.25165308800264,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.5, 'e': 0.09911498131478269}",20,3,-1.7960304215760698,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 0}",1
456,False,"{'a': 0.5, 'e': 0.09841498131478268}",30,17,20.90966510229638,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.5, 'e': 0.09771498131478268}",20,1,-17.43798363972395,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 1}",1
458,False,"{'a': 0.5, 'e': 0.09701498131478267}",20,0,12.757465017088869,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
459,False,"{'a': 0.5, 'e': 0.09631498131478267}",25,19,11.767935836237145,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.5, 'e': 0.09561498131478266}",25,18,13.009529411032805,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.5, 'e': 0.09491498131478265}",20,0,29.2097484736138,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
462,False,"{'a': 0.5, 'e': 0.09421498131478265}",30,6,-85.84869014300291,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 3}",1
463,False,"{'a': 0.5, 'e': 0.09351498131478264}",20,3,17.594237045871314,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
464,False,"{'a': 0.5, 'e': 0.09281498131478264}",25,0,-20.57776287850807,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
465,False,"{'a': 0.5, 'e': 0.09211498131478263}",25,15,17.557491681366407,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.5, 'e': 0.09141498131478262}",25,18,15.522392236165473,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.5, 'e': 0.09071498131478262}",25,14,21.159821453011897,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.5, 'e': 0.09001498131478261}",20,7,21.600441777418887,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.5, 'e': 0.0893149813147826}",20,13,12.278325541004236,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.5, 'e': 0.0886149813147826}",20,8,10.199281181438677,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
471,False,"{'a': 0.5, 'e': 0.08791498131478259}",20,16,8.961930443474097,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.5, 'e': 0.08721498131478259}",20,7,20.879116815672727,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.5, 'e': 0.08651498131478258}",25,20,8.772198259142002,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.5, 'e': 0.08581498131478257}",35,23,24.08719632885081,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.5, 'e': 0.08511498131478257}",20,13,1.3416194354666158,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
476,False,"{'a': 0.5, 'e': 0.08441498131478256}",25,15,11.90411447419547,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.5, 'e': 0.08371498131478255}",25,16,14.56739459866988,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.5, 'e': 0.08301498131478255}",20,12,15.79096652401364,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.5, 'e': 0.08231498131478254}",35,18,19.278495389576367,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
480,False,"{'a': 0.5, 'e': 0.08161498131478254}",20,0,5.713261555443778,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
481,False,"{'a': 0.5, 'e': 0.08091498131478253}",25,19,11.046623070506836,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.5, 'e': 0.08021498131478252}",20,7,-31.520315269336177,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
483,False,"{'a': 0.5, 'e': 0.07951498131478252}",20,6,-56.294679816076766,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 2}",1
484,False,"{'a': 0.5, 'e': 0.07881498131478251}",20,6,24.529179209325005,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.5, 'e': 0.0781149813147825}",25,17,-7.0351436335664514,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
486,False,"{'a': 0.5, 'e': 0.0774149813147825}",20,11,19.998151144706775,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.5, 'e': 0.0767149813147825}",20,15,8.82249443269556,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.5, 'e': 0.07601498131478249}",20,6,25.164100136827038,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.5, 'e': 0.07531498131478248}",20,3,17.38422058319454,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
490,False,"{'a': 0.5, 'e': 0.07461498131478247}",35,23,20.661670486220025,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.5, 'e': 0.07391498131478247}",25,13,22.535943104719625,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.5, 'e': 0.07321498131478246}",20,0,31.507445510534467,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.5, 'e': 0.07251498131478246}",25,0,38.82650717795134,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
494,False,"{'a': 0.5, 'e': 0.07181498131478245}",20,16,10.076578305467528,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.5, 'e': 0.07111498131478244}",20,7,20.25075629927175,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.5, 'e': 0.07041498131478244}",25,10,5.2282834122016295,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
497,False,"{'a': 0.5, 'e': 0.06971498131478243}",20,12,15.350356943767958,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.5, 'e': 0.06901498131478243}",30,13,-13.750145692906237,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
499,False,"{'a': 0.5, 'e': 0.06831498131478242}",20,16,8.525628871756362,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.5, 'e': 0.06761498131478241}",25,13,10.317318603815956,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
501,False,"{'a': 0.5, 'e': 0.0669149813147824}",25,10,22.158739593152944,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.5, 'e': 0.0662149813147824}",25,14,19.89956190387564,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.5, 'e': 0.0655149813147824}",20,15,-10.745592907588168,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
504,False,"{'a': 0.5, 'e': 0.06481498131478239}",25,9,29.843029895991965,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.5, 'e': 0.06411498131478238}",20,14,15.336848771886313,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.5, 'e': 0.06341498131478238}",25,11,12.11621891771335,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
507,False,"{'a': 0.5, 'e': 0.06271498131478237}",25,11,25.336763706131265,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.5, 'e': 0.06201498131478237}",20,3,-24.69550225887298,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
509,False,"{'a': 0.5, 'e': 0.06131498131478237}",25,14,22.70701272154582,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.5, 'e': 0.06061498131478237}",25,7,33.28886382657612,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.5, 'e': 0.05991498131478237}",20,10,20.309413083254658,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.5, 'e': 0.059214981314782374}",20,0,27.022554375107962,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
513,False,"{'a': 0.5, 'e': 0.058514981314782374}",20,4,23.982976683148806,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.5, 'e': 0.057814981314782375}",30,19,9.236954638041597,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
515,False,"{'a': 0.5, 'e': 0.057114981314782376}",25,1,41.74427282256397,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.5, 'e': 0.05641498131478238}",20,16,7.054908449679047,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.5, 'e': 0.05571498131478238}",25,16,17.780372762681058,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.5, 'e': 0.05501498131478238}",25,10,29.382139208929413,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.5, 'e': 0.05431498131478238}",25,12,-0.4464980404176404,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
520,False,"{'a': 0.5, 'e': 0.05361498131478238}",20,10,11.044043614735838,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.5, 'e': 0.05291498131478238}",25,11,19.684674680824106,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.5, 'e': 0.05221498131478238}",25,15,-25.380515606974747,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
523,False,"{'a': 0.5, 'e': 0.05151498131478238}",25,14,-31.349224241121437,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
524,False,"{'a': 0.5, 'e': 0.05081498131478238}",25,18,14.366864681704069,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.5, 'e': 0.050114981314782384}",20,15,9.646307229925547,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.5, 'e': 0.049414981314782384}",25,7,17.534937343442728,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
527,False,"{'a': 0.5, 'e': 0.048714981314782385}",25,2,29.57729459953616,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.5, 'e': 0.048014981314782386}",25,16,-5.028264157567408,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
529,False,"{'a': 0.5, 'e': 0.04731498131478239}",25,10,24.691419831081888,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.5, 'e': 0.04661498131478239}",25,20,10.34944078027947,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.5, 'e': 0.04591498131478239}",20,0,19.615068330180677,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
532,False,"{'a': 0.5, 'e': 0.04521498131478239}",20,14,13.188229772287478,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.5, 'e': 0.04451498131478239}",25,18,14.456772871370504,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.5, 'e': 0.04381498131478239}",25,11,28.699998873148886,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.5, 'e': 0.04311498131478239}",20,1,24.682786023930763,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.5, 'e': 0.04241498131478239}",25,10,26.93281188445764,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.5, 'e': 0.04171498131478239}",20,6,26.61487645651036,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.5, 'e': 0.041014981314782394}",30,22,16.00836953545569,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.5, 'e': 0.040314981314782394}",25,3,39.626001432193576,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.5, 'e': 0.039614981314782395}",30,10,29.409984606578153,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.5, 'e': 0.038914981314782396}",20,11,3.5511274301013267,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
542,False,"{'a': 0.5, 'e': 0.0382149813147824}",25,8,29.726845171003653,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.5, 'e': 0.0375149813147824}",20,12,12.411409695333424,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.5, 'e': 0.0368149813147824}",30,15,31.52096239926313,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.5, 'e': 0.0361149813147824}",25,13,23.844334535775616,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.5, 'e': 0.0354149813147824}",25,20,9.60177539356958,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.5, 'e': 0.0347149813147824}",20,13,9.100412510571628,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.5, 'e': 0.0340149813147824}",20,7,20.20804425533521,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.5, 'e': 0.0333149813147824}",20,8,23.24197222104777,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.5, 'e': 0.0326149813147824}",20,8,27.07186132824923,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.5, 'e': 0.031914981314782404}",25,18,12.87259550385002,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.5, 'e': 0.031214981314782404}",30,22,16.45063157479803,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.5, 'e': 0.030514981314782405}",30,23,14.913461726582144,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.5, 'e': 0.029814981314782406}",20,14,9.76446391630476,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.5, 'e': 0.029114981314782407}",20,12,15.825658075787226,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.5, 'e': 0.028414981314782407}",25,8,31.075474905935796,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.5, 'e': 0.027714981314782408}",20,16,7.574590147757978,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.5, 'e': 0.02701498131478241}",20,2,27.19711599300991,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
559,False,"{'a': 0.5, 'e': 0.02631498131478241}",20,10,18.38807251715565,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.5, 'e': 0.02561498131478241}",20,4,24.354480036746654,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
561,False,"{'a': 0.5, 'e': 0.02491498131478241}",20,0,27.546550979849716,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
562,False,"{'a': 0.5, 'e': 0.024214981314782412}",30,21,19.270997743310435,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.5, 'e': 0.023514981314782413}",20,6,27.001224651279266,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.5, 'e': 0.022814981314782413}",25,13,21.551527813209667,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.5, 'e': 0.022114981314782414}",25,17,16.65941779050842,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.5, 'e': 0.021414981314782415}",20,14,8.840215674624483,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.5, 'e': 0.020714981314782416}",30,20,17.86296684168186,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.5, 'e': 0.020014981314782417}",25,15,23.48501818128747,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.5, 'e': 0.019314981314782417}",30,16,27.545991996168308,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.5, 'e': 0.018614981314782418}",30,11,30.807700111550428,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.5, 'e': 0.01791498131478242}",25,14,22.731346753952973,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.5, 'e': 0.01721498131478242}",30,16,24.173696649861924,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.5, 'e': 0.01651498131478242}",20,5,15.33421719826585,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
574,False,"{'a': 0.5, 'e': 0.01581498131478242}",25,14,23.99677082612059,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.5, 'e': 0.015114981314782422}",25,14,20.565986113618763,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.5, 'e': 0.014414981314782423}",20,0,28.582095230199112,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
577,False,"{'a': 0.5, 'e': 0.013714981314782423}",20,4,-13.099759442070141,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
578,False,"{'a': 0.5, 'e': 0.013014981314782424}",25,17,16.979674625611942,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.5, 'e': 0.012314981314782425}",20,12,12.987698928701786,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.5, 'e': 0.011614981314782426}",35,13,44.19197668164541,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.5, 'e': 0.010914981314782427}",25,18,12.389155339846594,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.5, 'e': 0.010214981314782427}",25,11,26.466962060368562,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.5, 'e': 0.009514981314782428}",20,3,26.74126153697283,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.5, 'e': 0.008814981314782429}",20,7,21.34139220246775,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.5, 'e': 0.00811498131478243}",25,14,-23.309475044961196,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
586,False,"{'a': 0.5, 'e': 0.0074149813147824295}",20,7,18.40336682344253,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.5, 'e': 0.006714981314782429}",20,14,11.764325910862379,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.5, 'e': 0.006014981314782429}",20,8,19.98058506123118,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.5, 'e': 0.005314981314782429}",30,17,23.42430269799878,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.5, 'e': 0.004614981314782429}",30,17,25.624281732604643,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.5, 'e': 0.003914981314782429}",20,12,16.181780163826787,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.5, 'e': 0.003214981314782429}",25,5,37.86092128700683,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.5, 'e': 0.0025149813147824288}",25,0,39.63374584170631,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
594,False,"{'a': 0.5, 'e': 0.0018149813147824287}",20,16,7.252188185660485,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.5, 'e': 0.0011149813147824286}",30,20,17.03052593555537,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.5, 'e': 0.00041498131478242856}",20,3,29.515319331518256,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",30,17,22.66932764004873,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,16,7.764584233811758,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,9,21.795789214266033,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,10,11.192501267978777,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,11,18.469164801519966,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,14,9.763499144258235,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,7,24.722051349881525,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,5,24.46594133029239,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,8,29.515276492787784,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,10,19.61742926130109,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
